index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window
10,11,155,37,30,6,60,0.11100000000000006,1.1489999999999954,0.5715793028911105,0.0008997727272727288,0.20003995768985744,0.34490205462291573,0.18242552380635635,0,0,0,89,66,0,0.5551499999999986,0.5938499999999995,0.0,0.5551499999999986,0.5938499999999995,0.0,0.4831592689295046,0.5168407310704978,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
11,12,170,45,30,6,60,0.13500000000000006,1.2839999999999905,0.538560642609522,0.0009304739583333349,0.20644483911550612,0.367616940616269,0.18242552380635635,0,0,0,98,72,0,0.6140587499999977,0.6699412499999996,0.0,0.6140587499999977,0.6699412499999996,0.0,0.47823890186916057,0.5217610981308447,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
12,13,185,39,30,6,60,0.11700000000000006,1.4009999999999863,0.5225612533017581,0.0009516153846153864,0.20056092601034076,0.36015875092188004,0.18242552380635635,0,0,0,107,78,0,0.6587399999999971,0.7422599999999995,0.0,0.6587399999999971,0.7422599999999995,0.0,0.47019271948608393,0.5298072805139235,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
13,14,200,38,30,6,60,0.11400000000000006,1.5149999999999821,0.5056101031851887,0.0009701473214285732,0.19899930840612035,0.3602268623487023,0.18242552380635635,0,0,0,116,84,0,0.7000762499999966,0.8149237499999994,0.0,0.7000762499999966,0.8149237499999994,0.0,0.46209653465346856,0.5379034653465405,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
14,15,223,39,30,6,60,0.11700000000000006,1.631999999999978,0.4792705353663491,0.0009757708333333351,0.20394720050377582,0.33720865508752257,0.18242552380635635,0,0,0,133,90,0,0.753806249999996,0.8781937499999994,0.0,0.753806249999996,0.8781937499999994,0.0,0.4618910845588273,0.5381089154411834,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
15,16,232,38,30,6,60,0.11400000000000006,1.7459999999999738,0.47028761915257045,0.0010325500000000019,0.20856793419736802,0.2972966611176356,0.18242552380635635,0,0,0,142,90,0,0.8167049999999956,0.9292949999999995,0.0,0.8167049999999956,0.9292949999999995,0.0,0.46775773195876735,0.5322422680412449,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
16,17,239,29,30,6,60,0.08700000000000004,1.8329999999999707,0.46123239297950813,0.0010844541666666684,0.1985021171259417,0.2874742566322219,0.18242552380635635,0,0,0,149,90,0,0.8569912499999952,0.9760087499999996,0.0,0.8569912499999952,0.9760087499999996,0.0,0.46753477905074137,0.5324652209492718,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
17,18,248,33,30,6,60,0.09900000000000005,1.931999999999967,0.44580113596140136,0.001126483333333335,0.20703718060054033,0.2686613461174667,0.18242552380635635,0,0,0,158,90,0,0.9181649999999942,1.0138350000000014,0.0,0.9181649999999942,1.0138350000000014,0.0,0.47524068322981877,0.5247593167701959,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
18,19,259,40,30,6,60,0.12000000000000006,2.0519999999999667,0.4320422114724525,0.0011925520833333352,0.20714740271339166,0.32381278868633007,0.18242552380635635,0,0,0,169,90,0,0.9787031249999938,1.0732968750000005,0.0,0.9787031249999938,1.0732968750000005,0.0,0.4769508406432796,0.5230491593567339,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
19,20,270,35,28,6,0,0.10500000000000005,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.20533669513962632,0.29497799722865453,0.18242552380635635,2,0,60,180,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
20,21,281,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,191,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
21,22,285,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,195,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
22,23,293,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,203,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
23,24,304,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,214,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
24,25,310,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,220,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
25,26,318,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,228,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
26,27,326,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,236,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
27,28,335,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,245,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
28,29,343,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,253,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
29,30,353,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,263,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
30,31,366,0,28,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,276,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
31,32,378,0,27,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,288,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
32,33,389,0,26,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,299,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
33,34,396,0,26,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,306,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
34,35,407,0,26,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,317,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
35,36,414,0,26,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,324,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
36,37,421,0,25,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,5,0,60,331,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
37,38,431,0,22,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,8,0,60,341,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
38,39,437,0,14,6,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,16,0,60,347,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
39,40,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
40,41,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
41,42,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
42,43,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
43,44,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
44,45,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
45,46,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
46,47,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
47,48,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
48,49,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
49,50,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
50,51,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
51,52,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
52,53,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
53,54,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
54,55,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
55,56,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
56,57,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
57,58,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
58,59,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
59,60,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
60,61,440,0,0,0,0,0.0,2.1569999999999707,0.4173564505958465,0.0012463718750000017,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,350,90,0,1.035265312499994,1.1217346875000012,0.0,1.035265312499994,1.1217346875000012,0.0,0.47995610222531665,0.5200438977746946,0.0,0,0,high_funding_share,0.3,0.6,0.003,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
