index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window,mean_creator_satisfaction_over_run,mean_investor_satisfaction_over_run,mean_user_satisfaction_over_run
239,240,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18469077513421941,0.19013994691908245,0.18242552380635635
239,240,451,0,0,0,0,0.0,2.1449999999999703,0.22891480567420097,0.0008929864583333337,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,361,90,0,1.3413121874999938,0.8036878124999952,0.0,1.3413121874999938,0.8036878124999952,0.0,0.6253203671328729,0.37467963286713585,0.0,1,1,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18478067370389156,0.19006812789336194,0.18242552380635635
239,240,424,0,0,0,0,0.0,2.0939999999999683,0.33221016794539726,0.0009624666666666674,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,334,90,0,1.2277799999999954,0.8662199999999947,0.0,1.2277799999999954,0.8662199999999947,0.0,0.5863323782235024,0.413667621776508,0.0,2,2,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18458145048165295,0.19068752333397027,0.18242552380635635
239,240,424,0,0,0,0,0.0,2.1809999999999716,0.26660618701213545,0.000949008333333334,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,334,90,0,1.3268924999999927,0.8541074999999938,0.0,1.3268924999999927,0.8541074999999938,0.0,0.6083872077028931,0.39161279229711365,0.0,3,3,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18475279024357494,0.19062369154779132,0.18242552380635635
239,240,449,0,0,0,0,0.0,2.1839999999999717,0.2916614906832298,0.0009240000000000008,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,359,90,0,1.3523999999999934,0.8315999999999948,0.0,1.3523999999999934,0.8315999999999948,0.0,0.6192307692307742,0.3807692307692333,0.0,4,4,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18481273800243578,0.1903355450830637,0.18242552380635635
239,240,408,0,0,0,0,0.0,2.2109999999999728,0.32076172078444753,0.0012833000000000009,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,318,90,0,1.056029999999997,1.1549699999999894,0.0,1.056029999999997,1.1549699999999894,0.0,0.47762550881954313,0.522374491180463,0.0,5,5,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18428054449394135,0.19389040359838103,0.18242552380635635
239,240,456,0,0,0,0,0.0,2.186999999999972,0.27321217207237125,0.0010993583333333342,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,366,90,0,1.1975774999999957,0.9894224999999937,0.0,1.1975774999999957,0.9894224999999937,0.0,0.5475891632373164,0.45241083676269156,0.0,6,6,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18454246741333577,0.1920556531106771,0.18242552380635635
239,240,427,0,0,0,0,0.0,2.192999999999972,0.3372947981351442,0.0010007500000000012,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,337,90,0,1.292324999999993,0.9006749999999928,0.0,1.292324999999993,0.9006749999999928,0.0,0.5892954856361192,0.41070451436388705,0.0,7,7,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18470408974549044,0.1911542765141016,0.18242552380635635
239,240,456,0,0,0,0,0.0,2.1209999999999694,0.3265974181627507,0.0010217000000000015,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,366,90,0,1.2014699999999952,0.9195299999999891,0.0,1.2014699999999952,0.9195299999999891,0.0,0.5664639321075023,0.43353606789250465,0.0,8,0,low_tracing_accuracy,0.3,0.6,0.003,0.02,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18453642785650376,0.19121283835016506,0.18242552380635635
239,240,410,0,0,0,0,0.0,2.237999999999974,0.3643437693032936,0.0011196000000000018,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,320,90,0,1.2303599999999963,1.0076399999999868,0.0,1.2303599999999963,1.0076399999999868,0.0,0.5497587131367341,0.45024128686327014,0.0,9,1,low_tracing_accuracy,0.3,0.6,0.003,0.02,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18460743818581077,0.1922941315651664,0.18242552380635635
