index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window
0,1,15,35,30,6,60,0.10500000000000005,0.10500000000000005,0.7982609966389007,0.0006094999999999999,0.21404719539218206,0.26513457206039787,0.18242552380635635,0,0,0,9,6,0,0.06843000000000002,0.036570000000000005,0.0,0.06843000000000002,0.036570000000000005,0.0,0.6517142857142856,0.34828571428571414,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
1,2,33,35,30,6,60,0.10500000000000005,0.21000000000000013,0.6769148251448183,0.00058475,0.21304601490616765,0.25615325118152965,0.18242552380635635,0,0,0,21,12,0,0.13983000000000004,0.07017000000000008,0.0,0.13983000000000004,0.07017000000000008,0.0,0.6658571428571426,0.3341428571428573,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
2,3,50,37,30,6,60,0.11100000000000006,0.32100000000000023,0.6097871059956368,0.0006755833333333333,0.20693881875248826,0.30416047126089224,0.18242552380635635,0,0,0,32,18,0,0.19939500000000007,0.12160500000000016,0.0,0.19939500000000007,0.12160500000000016,0.0,0.6211682242990652,0.3788317757009348,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
3,4,66,33,30,6,60,0.09900000000000005,0.4200000000000003,0.5324042016313597,0.0006849374999999999,0.20544961373954324,0.27716829254764824,0.18242552380635635,0,0,0,42,24,0,0.2556150000000001,0.16438500000000017,0.0,0.2556150000000001,0.16438500000000017,0.0,0.6086071428571426,0.39139285714285726,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
4,5,81,31,30,6,60,0.09300000000000004,0.5130000000000003,0.49106328370208874,0.00063205,0.21073509655402325,0.23481957365681208,0.18242552380635635,0,0,0,51,30,0,0.32338500000000003,0.18961500000000012,0.0,0.32338500000000003,0.18961500000000012,0.0,0.6303801169590639,0.3696198830409356,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
5,6,93,35,30,6,60,0.10500000000000005,0.6180000000000004,0.4939689665267881,0.0006492708333333334,0.20761523359622297,0.2814470330223258,0.18242552380635635,0,0,0,57,36,0,0.38426250000000006,0.23373750000000013,0.0,0.38426250000000006,0.23373750000000013,0.0,0.6217839805825239,0.3782160194174757,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
6,7,108,32,30,6,60,0.09600000000000004,0.7140000000000005,0.46964661160917,0.000638339285714286,0.20822097321592956,0.2574146553097049,0.18242552380635635,0,0,0,66,42,0,0.44589750000000006,0.2681024999999997,0.0,0.44589750000000006,0.2681024999999997,0.0,0.624506302521008,0.37549369747899086,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
7,8,126,38,30,6,60,0.11400000000000006,0.8280000000000006,0.45046877677413044,0.0006611718750000004,0.2094757244070521,0.2948859152514358,0.18242552380635635,0,0,0,78,48,0,0.5106375000000001,0.31736249999999927,0.0,0.5106375000000001,0.31736249999999927,0.0,0.6167119565217387,0.3832880434782597,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
8,9,151,38,30,6,60,0.11400000000000006,0.9420000000000007,0.43164490307238235,0.0006542361111111116,0.21536647315323787,0.26591417700583736,0.18242552380635635,0,0,0,97,54,0,0.5887124999999999,0.3532874999999987,0.0,0.5887124999999999,0.3532874999999987,0.0,0.6249601910828019,0.3750398089171958,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
9,10,163,41,30,6,60,0.12300000000000007,1.0649999999999984,0.39537329974038293,0.0006884625000000005,0.20812063434926217,0.32479846128940837,0.18242552380635635,0,0,0,103,60,0,0.6519224999999998,0.41307749999999827,0.0,0.6519224999999998,0.41307749999999827,0.0,0.6121338028169022,0.38786619718309756,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
10,11,181,37,30,6,60,0.11100000000000006,1.1759999999999944,0.38750150540742356,0.000680988636363637,0.21346774950824784,0.26220097069312687,0.18242552380635635,0,0,0,115,66,0,0.7265475,0.44945249999999765,0.0,0.7265475,0.44945249999999765,0.0,0.617812500000003,0.38218749999999985,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
11,12,195,42,30,6,60,0.12600000000000006,1.3019999999999898,0.37319033078399255,0.0007064687500000006,0.21067940643663416,0.3240797053555201,0.18242552380635635,0,0,0,123,72,0,0.7933425000000001,0.5086574999999972,0.0,0.7933425000000001,0.5086574999999972,0.0,0.6093260368663642,0.39067396313364144,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
12,13,210,35,30,6,60,0.10500000000000005,1.406999999999986,0.3587726616725364,0.0007089711538461545,0.20734716944239434,0.2833982243955934,0.18242552380635635,0,0,0,132,78,0,0.8540024999999996,0.5529974999999969,0.0,0.8540024999999996,0.5529974999999969,0.0,0.6069669509594939,0.39303304904051345,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
13,14,222,35,30,6,60,0.10500000000000005,1.5119999999999822,0.3455088847740633,0.0007006071428571436,0.2113249109764565,0.2644572384602571,0.18242552380635635,0,0,0,138,84,0,0.9234899999999993,0.5885099999999966,0.0,0.9234899999999993,0.5885099999999966,0.0,0.6107738095238162,0.38922619047619283,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
14,15,238,31,30,6,60,0.09300000000000004,1.6049999999999789,0.3334826477034829,0.000709908333333334,0.1996646632440288,0.29896107464824806,0.18242552380635635,0,0,0,148,90,0,0.966082499999999,0.6389174999999961,0.0,0.966082499999999,0.6389174999999961,0.0,0.6019205607476709,0.3980794392523393,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
15,16,245,36,30,6,60,0.10800000000000005,1.712999999999975,0.3239166600458878,0.000749558333333334,0.21285468261891907,0.26219819560135615,0.18242552380635635,0,0,0,155,90,0,1.0383974999999983,0.6746024999999957,0.0,1.0383974999999983,0.6746024999999957,0.0,0.6061865148861725,0.39381348511383857,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
16,17,255,37,30,6,60,0.11100000000000006,1.823999999999971,0.31329701851738645,0.0007997416666666674,0.2100784029975382,0.2855081294699046,0.18242552380635635,0,0,0,165,90,0,1.1042324999999973,0.7197674999999955,0.0,1.1042324999999973,0.7197674999999955,0.0,0.6053906250000082,0.39460937500000376,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
17,18,261,31,30,6,60,0.09300000000000004,1.9169999999999676,0.3027438320923119,0.000841858333333334,0.204649450644152,0.269844356711436,0.18242552380635635,0,0,0,171,90,0,1.1593274999999974,0.7576724999999953,0.0,1.1593274999999974,0.7576724999999953,0.0,0.604761345852904,0.39523865414710907,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
18,19,267,29,30,6,60,0.08700000000000004,2.003999999999965,0.2996759494497465,0.0008654250000000007,0.21034279995952107,0.22647209632007673,0.18242552380635635,0,0,0,177,90,0,1.2251174999999956,0.7788824999999951,0.0,1.2251174999999956,0.7788824999999951,0.0,0.6113360778443199,0.388663922155693,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
19,20,282,36,30,6,0,0.10800000000000005,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.2127457809202631,0.2609556289398831,0.18242552380635635,0,0,60,192,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
20,21,292,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,202,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
21,22,303,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,213,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
22,23,311,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,221,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
23,24,322,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,232,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
24,25,328,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,238,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
25,26,337,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,247,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
26,27,348,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,258,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
27,28,354,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,264,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
28,29,368,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,278,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
29,30,376,0,30,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,286,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
30,31,388,0,29,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,1,0,60,298,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
31,32,399,0,29,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,1,0,60,309,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
32,33,407,0,29,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,1,0,60,317,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
33,34,415,0,29,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,1,0,60,325,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
34,35,423,0,28,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,333,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
35,36,431,0,26,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,341,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
36,37,439,0,23,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,7,0,60,349,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
37,38,447,0,21,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,9,0,60,357,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
38,39,453,0,13,6,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,17,0,60,363,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
39,40,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
40,41,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
41,42,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
42,43,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
43,44,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
44,45,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
45,46,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
46,47,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
47,48,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
48,49,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
49,50,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
50,51,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
51,52,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
52,53,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
53,54,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
54,55,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
55,56,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
56,57,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
57,58,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
58,59,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
59,60,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
60,61,457,0,0,0,0,0.0,2.111999999999969,0.29516547383674996,0.0009051833333333341,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.2973349999999944,0.8146649999999948,0.0,1.2973349999999944,0.8146649999999948,0.0,0.6142684659090972,0.38573153409091226,0.0,0,0,low_tracing_accuracy,0.3,0.6,0.003,0.01,0.35,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
