index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,treasury_balance,total_funding_invested,total_wealth,new_creators_this_step,new_investors_this_step,new_users_this_step,locked_funding_positions,honor_seal_honest_contribution_count,honor_seal_fake_contribution_count,honor_seal_dishonored_contribution_count,honor_seal_sealed_usage_share,honor_seal_dishonored_usage_share,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window,mean_creator_satisfaction_over_run,mean_investor_satisfaction_over_run,mean_user_satisfaction_over_run,tracing_true_links,tracing_detected_true_links,tracing_false_positive_links,tracing_missed_true_links
239,240,2295,33,30,6,60,0.09900000000000005,25.98300000000087,0.24927801404569716,1.1200096071339545,0.5,0.8403374364758629,0.18242552380635635,0,0,0,1349,90,856,4067.516462187443,1908.008659140657,2561.969430000017,6629.485892187864,1908.008659140657,0.0,0.7765142164754002,0.22348578352459994,0.0,149.48844867187466,900.0,9586.982999999978,0,0,0,0,0,0,0,0.0,0.0,22,6,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6099601207371108,0.18242552380635635,2204,1759,15,445
239,240,2246,32,30,6,60,0.09600000000000004,26.136000000000877,0.2540776829894924,1.1027950207035797,0.5,0.8368888548895318,0.18242552380635635,0,0,0,1480,90,676,4768.890687656321,1892.5155312500542,1955.5228131250306,6724.413500781611,1892.5155312500542,0.0,0.7803723897208604,0.2196276102791396,0.0,121.20696796875009,900.0,9638.135999999982,0,0,0,0,0,0,0,0.0,0.0,23,7,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6071752216040641,0.18242552380635635,2155,1693,17,462
239,240,2271,43,30,6,60,0.12900000000000006,26.019000000000872,0.2749000734216889,1.111897067583005,0.5,0.8395620276154605,0.18242552380635635,0,0,0,1756,90,425,5488.85528632828,1900.7073734961627,1192.4726867187517,6681.327973047205,1900.7073734961627,0.0,0.7785248723938523,0.22147512760614776,0.0,116.98365345703112,900.0,9599.01899999999,0,0,0,0,0,0,0,0.0,0.0,24,0,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.611723912182141,0.18242552380635635,2180,1733,29,447
239,240,2318,41,30,6,60,0.12300000000000007,25.881000000000867,0.20729414019439862,1.0740491384733468,0.5,0.8276245199684066,0.18242552380635635,0,0,0,1625,90,603,4933.346793515651,1866.6442370703692,1768.602180937526,6701.948974453473,1866.6442370703692,0.0,0.7821527768922519,0.21784722310774796,0.0,84.28778847656223,900.0,9552.880999999981,0,0,0,0,0,0,0,0.0,0.0,25,1,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.5864903618987237,0.18242552380635635,2227,1802,29,425
239,240,2312,46,30,6,60,0.13800000000000007,25.69800000000086,0.2567696798094212,1.2316325574314684,0.5,0.8606497446638143,0.18242552380635635,0,0,0,1137,90,1085,3119.640276562489,2008.469315078173,3268.735646249979,6388.375922812811,2008.469315078173,0.0,0.7608066770106822,0.23919332298931775,0.0,194.85276210937468,900.0,9491.697999999986,0,0,0,0,0,0,0,0.0,0.0,26,2,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6447346419716534,0.18242552380635635,2221,1768,28,453
239,240,2245,26,30,6,60,0.07800000000000003,26.535000000000892,0.23635450280472514,1.16210870555121,0.5,0.8482715937086928,0.18242552380635635,0,0,0,1338,90,817,4317.900595781232,1945.8978479688087,2488.426726875016,6806.3273226566735,1945.8978479688087,0.0,0.7776682146501785,0.2223317853498214,0.0,119.30982937499992,900.0,9771.534999999982,0,0,0,0,0,0,0,0.0,0.0,27,3,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6103420539490182,0.18242552380635635,2154,1715,27,439
239,240,2273,37,30,6,60,0.11100000000000006,25.611000000000857,0.24201257707192636,1.1527693839120852,0.5,0.8477449878899472,0.18242552380635635,0,0,0,1574,90,609,4638.85017,1937.4924584375394,1881.062308125024,6519.91247812535,1937.4924584375394,0.0,0.7709117071997571,0.22908829280024298,0.0,105.20606343749976,900.0,9462.610999999984,0,0,0,0,0,0,0,0.0,0.0,28,4,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6231877307699792,0.18242552380635635,2182,1745,16,437
239,240,2246,36,30,6,60,0.10800000000000005,25.863000000000866,0.2604421447153511,1.1906157484167217,0.5,0.8544295667078269,0.18242552380635635,0,0,0,1517,90,639,4512.24434750001,1971.5541867188049,2029.1146181250322,6541.35896562532,1971.5541867188049,0.0,0.7684042875292443,0.23159571247075575,0.0,133.94984765624983,900.0,9546.862999999992,0,0,0,0,0,0,0,0.0,0.0,29,5,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6167363606691779,0.18242552380635635,2155,1728,23,427
239,240,2253,36,30,6,60,0.10800000000000005,25.863000000000866,0.26969351051305823,1.2652130646728794,0.5,0.8684171405506288,0.18242552380635635,0,0,0,1508,90,655,4220.239209140587,2038.6917717969366,2223.9555750000213,6444.194784140977,2038.6917717969366,0.0,0.7596700417536673,0.2403299582463328,0.0,163.97644406250012,900.0,9546.862999999992,0,0,0,0,0,0,0,0.0,0.0,30,6,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6338764032076238,0.18242552380635635,2162,1745,18,417
239,240,2247,33,30,6,60,0.09900000000000005,26.307000000000883,0.26262676506267346,1.273380000642736,0.5,0.8652494672919935,0.18242552380635635,0,0,0,1327,90,830,3834.66348046871,2046.0420142187847,2697.498938515637,6532.162418984718,2046.0420142187847,0.0,0.7614836496202858,0.23851635037971428,0.0,217.10256679687464,900.0,9695.30699999998,0,0,0,0,0,0,0,0.0,0.0,31,7,baseline,0.3,0.6,0.003,0.025,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6531722441779846,0.18242552380635635,2156,1712,18,444
239,240,2209,35,30,6,60,0.1400000000000001,34.76800000000249,0.2125315648024897,1.1325667732828903,0.5,0.8432520920404877,0.18242552380635635,0,0,0,1471,90,648,4608.472177500286,1919.310108749963,2036.856597499929,6645.328775001192,1919.310108749963,0.0,0.775902973283406,0.2240970267165941,0.0,162.12911624999887,900.0,9626.768000000018,0,0,0,0,0,0,0,0.0,0.0,32,0,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6199418333406751,0.18242552380635635,2118,1719,17,399
239,240,2288,41,30,6,60,0.16400000000000012,35.05600000000233,0.26365962090964334,1.2108723613025205,0.5,0.8576373434721708,0.18242552380635635,0,0,0,1721,90,477,5195.482216250588,1989.7851384374658,1421.9357474999588,6617.417963751262,1989.7851384374658,0.0,0.7688232617711226,0.23117673822887752,0.0,191.85289781249935,900.0,9699.056000000019,0,0,0,0,0,0,0,0.0,0.0,33,1,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6261296706974856,0.18242552380635635,2197,1740,15,457
239,240,2223,31,30,6,60,0.12400000000000008,34.29200000000275,0.2194039934501526,1.1384705579657552,0.5,0.8459408690086875,0.18242552380635635,0,0,0,1555,90,578,4563.569301250309,1924.6235149999561,1991.0392112499362,6554.608512501221,1924.6235149999561,0.0,0.7730191238124261,0.22698087618757393,0.0,128.05997249999928,900.0,9507.292000000021,0,0,0,0,0,0,0,0.0,0.0,34,2,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6190854547623099,0.18242552380635635,2132,1728,20,404
239,240,2328,30,30,6,60,0.12000000000000008,34.08000000000287,0.22809502727211495,1.1042163085413377,0.5,0.8368456113134005,0.18242552380635635,0,0,0,1410,90,828,4017.718852500046,1893.7946903124562,2546.4483724999586,6564.167225001192,1893.7946903124562,0.0,0.7760932587218645,0.22390674127813548,0.0,96.11808468749958,900.0,9454.080000000016,0,0,0,0,0,0,0,0.0,0.0,35,3,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6030994540662157,0.18242552380635635,2237,1774,17,463
239,240,2282,33,30,6,60,0.1320000000000001,34.592000000002585,0.22895012801523307,1.1934342508284954,0.5,0.8538637965969046,0.18242552380635635,0,0,0,1505,90,687,4545.688020625301,1974.0908389062108,1970.6768537499377,6516.3648743762715,1974.0908389062108,0.0,0.7674929467192273,0.23250705328077265,0.0,192.13628671874926,900.0,9582.592000000013,0,0,0,0,0,0,0,0.0,0.0,36,4,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6194088967750779,0.18242552380635635,2191,1748,26,443
239,240,2280,26,30,6,60,0.10400000000000006,34.248000000002776,0.29211261428179935,1.355619164417404,0.5,0.880342597162557,0.18242552380635635,0,0,0,1506,90,684,4083.487587187518,2120.057262109316,2247.5452681249362,6331.032855313509,2120.057262109316,0.0,0.7491380126525227,0.25086198734747744,0.0,145.15788257812392,900.0,9496.248000000018,0,0,0,0,0,0,0,0.0,0.0,37,5,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6585873298541806,0.18242552380635635,2189,1749,23,440
239,240,2239,41,30,6,60,0.16400000000000012,34.212000000002796,0.248792355006203,1.25119600096425,0.5,0.8648400664941626,0.18242552380635635,0,0,0,1506,90,643,4519.29659312525,2026.076414374955,1948.470884999936,6467.767478126185,2026.076414374955,0.0,0.7614653106394276,0.23853468936057245,0.0,93.36810749999971,900.0,9487.212000000012,0,0,0,0,0,0,0,0.0,0.0,38,6,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6365596259302057,0.18242552380635635,2148,1739,27,409
239,240,2197,39,30,6,60,0.1560000000000001,33.92800000000295,0.16024335423141367,0.9252526232760965,0.5,0.7965511904004239,0.18242552380635635,0,0,0,1336,90,771,4156.925075000065,1732.7273724999548,2583.203583124963,6740.128658126277,1732.7273724999548,0.0,0.7954966582417088,0.20450334175829118,0.0,43.07196937499987,900.0,9415.928000000016,0,0,0,0,0,0,0,0.0,0.0,39,7,baseline,0.3,0.6,0.004,0.01,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.5657678172563434,0.18242552380635635,2106,1693,19,413
239,240,2249,39,30,6,60,0.1560000000000001,34.97600000000237,0.19294577589350692,1.208948859579232,0.5,0.8569877450853968,0.18242552380635635,0,0,0,1812,90,347,5477.89216187573,1988.0539868749665,1154.6922587499687,6632.5844206262655,1988.0539868749665,0.0,0.7693843665748623,0.23061563342513766,0.0,158.3375924999994,900.0,9678.976000000019,0,0,0,0,0,0,0,0.0,0.0,40,0,baseline,0.3,0.6,0.004,0.015,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6344420939827486,0.18242552380635635,2158,1699,28,459
239,240,2220,29,30,6,60,0.11600000000000008,34.576000000002594,0.25264227321753263,1.2551156976395095,0.5,0.865912015463131,0.18242552380635635,0,0,0,1482,90,648,4784.898838437867,2029.6041414061917,1718.858093749952,6503.756932188687,2029.6041414061917,0.0,0.7621565378633189,0.2378434621366811,0.0,145.21492640624933,900.0,9578.576000000014,0,0,0,0,0,0,0,0.0,0.0,41,1,baseline,0.3,0.6,0.004,0.015,0.8,0.5,0.5,1.0,1.0,1.0,0.02,1.5,0.1,40,0.5,0.6359202750734406,0.18242552380635635,2129,1730,15,399
