index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window
0,1,14,37,30,6,60,0.22200000000000011,0.22200000000000011,0.856916882369859,0.0019615,0.23527807503207343,0.4886365229935319,0.18242552380635635,0,0,0,8,6,0,0.10431000000000003,0.11769000000000007,0.0,0.10431000000000003,0.11769000000000007,0.0,0.46986486486486473,0.5301351351351352,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
1,2,29,38,30,6,60,0.22800000000000012,0.4500000000000003,0.8088738593666132,0.001809375,0.24574737045048092,0.4395672846074832,0.18242552380635635,0,0,0,17,12,0,0.23287499999999997,0.2171250000000005,0.0,0.23287499999999997,0.2171250000000005,0.0,0.5174999999999996,0.4825000000000008,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
2,3,40,33,30,6,60,0.1980000000000001,0.6480000000000005,0.7594940227967748,0.0016016666666666668,0.24418475046577973,0.3612156191909642,0.18242552380635635,0,0,0,22,18,0,0.3596999999999999,0.2883000000000008,0.0,0.3596999999999999,0.2883000000000008,0.0,0.555092592592592,0.4449074074074083,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
3,4,56,30,30,6,60,0.18000000000000008,0.8280000000000006,0.6922038544376379,0.0015879687500000002,0.22024631759350016,0.4217431060006617,0.18242552380635635,0,0,0,32,24,0,0.44688750000000005,0.38111250000000096,0.0,0.44688750000000005,0.38111250000000096,0.0,0.5397192028985504,0.4602807971014501,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
4,5,73,30,30,6,60,0.18000000000000008,1.0080000000000007,0.6666612918679293,0.001576987500000001,0.22130313978602212,0.42096897027578173,0.18242552380635635,0,0,0,43,30,0,0.5349037499999999,0.47309625000000105,0.0,0.5349037499999999,0.47309625000000105,0.0,0.5306584821428567,0.46934151785714356,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
5,6,89,41,30,6,60,0.24600000000000014,1.254000000000001,0.6229247457545086,0.0017615312500000012,0.21951242210345462,0.6156017613374826,0.18242552380635635,0,0,0,53,36,0,0.6198487500000001,0.6341512500000009,0.0,0.6198487500000001,0.6341512500000009,0.0,0.49429724880382747,0.5057027511961727,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
6,7,104,36,30,6,60,0.2160000000000001,1.470000000000001,0.5971230927331954,0.0018289553571428589,0.21822170492828263,0.539405082194362,0.18242552380635635,0,0,0,62,42,0,0.7018387500000001,0.768161250000001,0.0,0.7018387500000001,0.768161250000001,0.0,0.47744132653061194,0.5225586734693881,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
7,8,115,42,30,6,60,0.2520000000000001,1.7220000000000013,0.5795539430995951,0.0019315546875000023,0.2235593580029957,0.6108313448812341,0.18242552380635635,0,0,0,67,48,0,0.7948537499999997,0.9271462500000005,0.0,0.7948537499999997,0.9271462500000005,0.0,0.46158754355400644,0.5384124564459929,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
8,9,130,30,30,6,60,0.18000000000000008,1.9020000000000015,0.530675913368762,0.0018554618055555581,0.23051432453299722,0.36543176312826336,0.18242552380635635,0,0,0,76,54,0,0.9000506249999993,1.0019493750000006,0.0,0.9000506249999993,1.0019493750000006,0.0,0.47321273659305924,0.5267872634069399,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
9,10,150,34,30,6,60,0.2040000000000001,2.1059999999999977,0.5114002255398484,0.001807603125000003,0.236256836394699,0.393332839961855,0.18242552380635635,0,0,0,90,60,0,1.0214381249999989,1.0845618750000015,0.0,1.0214381249999989,1.0845618750000015,0.0,0.4850133547008547,0.5149866452991466,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
10,11,166,34,30,6,60,0.2040000000000001,2.3099999999999903,0.5008878299748472,0.0018092073863636398,0.22368026693649481,0.46898518269194006,0.18242552380635635,0,0,0,100,66,0,1.1159231249999975,1.1940768750000015,0.0,1.1159231249999975,1.1940768750000015,0.0,0.48308360389610483,0.516916396103899,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
11,12,184,31,30,6,60,0.18600000000000008,2.4959999999999836,0.47463637760311106,0.0017772734375000032,0.22578440111827938,0.40297310358994193,0.18242552380635635,0,0,0,112,72,0,1.216363124999996,1.279636875000002,0.0,1.216363124999996,1.279636875000002,0.0,0.4873249699519247,0.5126750300480811,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
12,13,205,38,30,6,60,0.22800000000000012,2.7239999999999753,0.4623898094916017,0.0018218870192307727,0.2203426043912922,0.5579376659394449,0.18242552380635635,0,0,0,127,78,0,1.3029281249999956,1.421071875000002,0.0,1.3029281249999956,1.421071875000002,0.0,0.47831428964757977,0.5216857103524284,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
13,14,221,43,30,6,60,0.2580000000000001,2.981999999999966,0.44985886552147103,0.0018698437500000034,0.23029839668340749,0.57124382221911,0.18242552380635635,0,0,0,137,84,0,1.411331249999995,1.5706687500000027,0.0,1.411331249999995,1.5706687500000027,0.0,0.47328345070422906,0.5267165492957816,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
14,15,236,29,30,6,60,0.17400000000000007,3.1559999999999597,0.4257760879753396,0.0018233666666666703,0.2278178945829368,0.3563281023585212,0.18242552380635635,0,0,0,146,90,0,1.5149699999999935,1.6410300000000047,0.0,1.5149699999999935,1.6410300000000047,0.0,0.4800285171102702,0.5199714828897419,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
15,16,242,31,30,6,60,0.18600000000000008,3.341999999999953,0.40278108529707657,0.001907683333333337,0.2314850008283496,0.36819846746748447,0.18242552380635635,0,0,0,152,90,0,1.6250849999999923,1.7169150000000055,0.0,1.6250849999999923,1.7169150000000055,0.0,0.4862612208258573,0.5137387791741561,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
16,17,248,34,30,6,60,0.2040000000000001,3.5459999999999456,0.39072093479602876,0.0020006583333333373,0.23665090131078326,0.3973136570909456,0.18242552380635635,0,0,0,158,90,0,1.7454074999999907,1.800592500000007,0.0,1.7454074999999907,1.800592500000007,0.0,0.4922186971235244,0.5077813028764903,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
17,18,259,39,30,6,60,0.23400000000000012,3.779999999999937,0.3802912122760227,0.0021283916666666705,0.23475255791744473,0.49264685563538224,0.18242552380635635,0,0,0,169,90,0,1.864447499999989,1.9155525000000062,0.0,1.864447499999989,1.9155525000000062,0.0,0.4932400793650846,0.5067599206349307,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
18,19,265,39,30,6,60,0.23400000000000012,4.01399999999993,0.37016143520451417,0.0022644166666666707,0.2312197524492263,0.5066732804735029,0.18242552380635635,0,0,0,175,90,0,1.9760249999999875,2.037975000000006,0.0,1.9760249999999875,2.037975000000006,0.0,0.4922832585949232,0.5077167414050926,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
19,20,276,37,30,6,0,0.22200000000000011,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.2242563350199702,0.5128758071957713,0.18242552380635635,0,0,60,186,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
20,21,284,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,194,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
21,22,290,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,200,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
22,23,301,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,211,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
23,24,312,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,222,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
24,25,324,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,234,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
25,26,331,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,241,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
26,27,340,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,250,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
27,28,353,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,263,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
28,29,359,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,269,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
29,30,367,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,277,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
30,31,377,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,287,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
31,32,389,0,30,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,0,0,60,299,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
32,33,399,0,29,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,1,0,60,309,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
33,34,402,0,29,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,1,0,60,312,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
34,35,412,0,28,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,2,0,60,322,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
35,36,418,0,27,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,328,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
36,37,426,0,24,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,6,0,60,336,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
37,38,431,0,21,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,9,0,60,341,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
38,39,439,0,17,6,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,13,0,60,349,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
39,40,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
40,41,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
41,42,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
42,43,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
43,44,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
44,45,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
45,46,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
46,47,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
47,48,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
48,49,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
49,50,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
50,51,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
51,52,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
52,53,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
53,54,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
54,55,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
55,56,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
56,57,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
57,58,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
58,59,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
59,60,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
60,61,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
61,62,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
62,63,446,0,0,0,0,0.0,4.2359999999999385,0.3614279170132486,0.0024024166666666708,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,356,90,0,2.073824999999987,2.162175000000004,0.0,2.073824999999987,2.162175000000004,0.0,0.48957152974504653,0.5104284702549658,0.0,0,0,high_investor_share,0.3,0.6,0.006,0.03,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
