index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window
22,23,291,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,201,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
23,24,299,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,209,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
24,25,307,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,217,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
25,26,313,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,223,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
26,27,321,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,231,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
27,28,329,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,239,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
28,29,335,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,245,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
29,30,345,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,255,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
30,31,355,0,27,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,3,0,60,265,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
31,32,360,0,26,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,270,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
32,33,367,0,26,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,4,0,60,277,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
33,34,372,0,25,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,5,0,60,282,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
34,35,379,0,24,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,6,0,60,289,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
35,36,390,0,23,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,7,0,60,300,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
36,37,400,0,21,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,9,0,60,310,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
37,38,411,0,18,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,12,0,60,321,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
38,39,418,0,14,6,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,16,0,60,328,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
39,40,423,0,0,0,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,333,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
40,41,423,0,0,0,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,333,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
41,42,423,0,0,0,0,0.0,2.168999999999971,0.37208445364229403,0.001131520833333332,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,333,90,0,1.1506312499999958,1.0183687499999954,0.0,1.1506312499999958,1.0183687499999954,0.0,0.5304892807745556,0.4695107192254536,0.0,0,0,baseline,0.3,0.6,0.003,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20
