index,step,contribution_count,usage_event_count,active_creator_count,active_investor_count,active_user_count,total_fee_distributed,cumulative_fee_distributed,creator_wealth_gini,investor_mean_roi,mean_creator_satisfaction,mean_investor_satisfaction,mean_user_satisfaction,creator_churned_count,investor_churned_count,user_churned_count,core_research_contribution_count,funding_contribution_count,supporting_contribution_count,total_reward_core_research,total_reward_funding,total_reward_supporting,total_income_creators,total_income_investors,total_income_users,role_income_share_creators,role_income_share_investors,role_income_share_users,run_id,rep,scenario_name,creator_base_contribution_probability,user_usage_probability,gas_fee_share_rate,funding_split_fraction,tracing_accuracy,default_derivative_split,supporting_derivative_split,core_research_base_royalty_share,funding_base_royalty_share,supporting_base_royalty_share,aspiration_income_per_step,satisfaction_logistic_k,satisfaction_churn_threshold,satisfaction_churn_window,mean_creator_satisfaction_over_run,mean_investor_satisfaction_over_run,mean_user_satisfaction_over_run
239,240,447,0,0,0,0,0.0,2.1479999999999704,0.41199088925959204,0.001087833333333334,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,357,90,0,1.1689500000000013,0.9790499999999881,0.0,1.1689500000000013,0.9790499999999881,0.0,0.5442039106145332,0.4557960893854756,0.0,10,2,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18449053560651424,0.19193495277222658,0.18242552380635635
239,240,420,0,0,0,0,0.0,2.162999999999971,0.4148850644091324,0.001255694791666667,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,330,90,0,1.0328746874999988,1.1301253124999824,0.0,1.0328746874999988,1.1301253124999824,0.0,0.4775195041608935,0.5224804958391113,0.0,11,3,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18420802116129203,0.19363171388278974,0.18242552380635635
239,240,455,0,0,0,0,0.0,2.1269999999999696,0.35771427052789173,0.0011874687500000004,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,365,90,0,1.058278124999995,1.0687218749999885,0.0,1.058278124999995,1.0687218749999885,0.0,0.4975449576868877,0.5024550423131189,0.0,12,4,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18424983352800042,0.1929101258717353,0.18242552380635635
239,240,430,0,0,0,0,0.0,2.237999999999974,0.349921945895179,0.001173475000000001,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,340,90,0,1.1818725000000008,1.056127499999986,0.0,1.1818725000000008,1.056127499999986,0.0,0.5280931635388805,0.47190683646112525,0.0,13,5,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18448556696329815,0.19283489925882272,0.18242552380635635
239,240,408,0,0,0,0,0.0,2.1779999999999715,0.34763322168488076,0.0011657531250000004,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,318,90,0,1.1288221874999997,1.0491778124999858,0.0,1.1288221874999997,1.0491778124999858,0.0,0.5182838326446347,0.48171616735537165,0.0,14,6,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18435740161743974,0.1926467791865388,0.18242552380635635
239,240,419,0,0,0,0,0.0,2.0729999999999675,0.43200722552256,0.0011367510416666667,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,329,90,0,1.049924062499998,1.0230759374999852,0.0,1.049924062499998,1.0230759374999852,0.0,0.5064756693198332,0.4935243306801742,0.0,15,7,baseline,0.3,0.6,0.003,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18424393948486967,0.19234080024178274,0.18242552380635635
239,240,455,0,0,0,0,0.0,3.6899999999999435,0.3994386355076489,0.0021639930555555557,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,365,90,0,1.74240624999999,1.9475937499999805,0.0,1.74240624999999,1.9475937499999805,0.0,0.4721968157181617,0.5278031842818456,0.0,16,0,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18562602019283397,0.2033900496046692,0.18242552380635635
239,240,432,0,0,0,0,0.0,3.6349999999999447,0.37409086065596897,0.0020891822916666663,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,342,90,0,1.7547359374999882,1.880264062499988,0.0,1.7547359374999882,1.880264062499988,0.0,0.4827334078404443,0.5172665921595644,0.0,17,1,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18567076725936904,0.20250285351422292,0.18242552380635635
239,240,457,0,0,0,0,0.0,3.6549999999999443,0.35566049474632644,0.0019566258680555546,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,367,90,0,1.8940367187499887,1.7609632812499942,0.0,1.8940367187499887,1.7609632812499942,0.0,0.5182043006155999,0.4817956993844107,0.0,18,2,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18588517041633157,0.20108589062783733,0.18242552380635635
239,240,427,0,0,0,0,0.0,3.524999999999947,0.38902890524853273,0.0019140347222222215,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,337,90,0,1.8023687499999885,1.722631249999992,0.0,1.8023687499999885,1.722631249999992,0.0,0.5113102836879477,0.4886897163120618,0.0,19,3,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18570954990400318,0.2007486457904077,0.18242552380635635
239,240,464,0,0,0,0,0.0,3.5399999999999467,0.4227473717428043,0.0019060043402777775,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,374,90,0,1.8245960937499854,1.7154039062499902,0.0,1.8245960937499854,1.7154039062499902,0.0,0.515422625353111,0.48457737464689715,0.0,20,4,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18581885013585855,0.20064664834519713,0.18242552380635635
239,240,431,0,0,0,0,0.0,3.4699999999999482,0.35457100800991603,0.0017938749999999992,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,341,90,0,1.8555124999999928,1.6144874999999923,0.0,1.8555124999999928,1.6144874999999923,0.0,0.534729827089343,0.4652701729106675,0.0,21,5,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18579537529561393,0.19941035851794292,0.18242552380635635
239,240,439,0,0,0,0,0.0,3.6049999999999454,0.41260455764075066,0.0019333333333333331,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,349,90,0,1.8649999999999867,1.73999999999999,0.0,1.8649999999999867,1.73999999999999,0.0,0.5173370319001428,0.48266296809986586,0.0,22,6,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18586280737679511,0.20088659058386937,0.18242552380635635
239,240,439,0,0,0,0,0.0,3.574999999999946,0.3350261206120815,0.0019219930555555553,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,349,90,0,1.8452062499999837,1.7297937499999898,0.0,1.8452062499999837,1.7297937499999898,0.0,0.5161416083916116,0.48385839160839605,0.0,23,7,baseline,0.3,0.6,0.005,0.01,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.1857946255705437,0.2008471003374001,0.18242552380635635
239,240,434,0,0,0,0,0.0,3.6449999999999445,0.3398962516210682,0.002272194444444442,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,344,90,0,1.6000249999999865,2.0449749999999867,0.0,1.6000249999999865,2.0449749999999867,0.0,0.4389643347050784,0.5610356652949294,0.0,24,0,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18533044219849362,0.2044462657661813,0.18242552380635635
239,240,486,0,0,0,0,0.0,3.5899999999999457,0.3634709815203163,0.0020384236111111098,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,396,90,0,1.7554187499999812,1.8345812499999845,0.0,1.7554187499999812,1.8345812499999845,0.0,0.4889745821727041,0.5110254178273015,0.0,25,1,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18563575602739857,0.20198020953315676,0.18242552380635635
239,240,458,0,0,0,0,0.0,3.5099999999999474,0.3696429634652094,0.0019949791666666644,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,368,90,0,1.7145187499999863,1.7954812499999866,0.0,1.7145187499999863,1.7954812499999866,0.0,0.4884668803418838,0.5115331196581235,0.0,26,2,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.1855847528882674,0.20159379394709634,0.18242552380635635
239,240,430,0,0,0,0,0.0,3.6549999999999443,0.3133891835990681,0.0021943472222222204,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,340,90,0,1.6800874999999866,1.9749124999999845,0.0,1.6800874999999866,1.9749124999999845,0.0,0.4596682626539021,0.5403317373461052,0.0,27,3,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18545109152121497,0.20374582963379156,0.18242552380635635
239,240,427,0,0,0,0,0.0,3.5899999999999457,0.36051954164882494,0.0020143697916666634,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,337,90,0,1.7770671874999877,1.8129328124999897,0.0,1.7770671874999877,1.8129328124999897,0.0,0.49500478760446087,0.5049952123955479,0.0,28,4,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18571176933778805,0.20180510125450965,0.18242552380635635
239,240,471,0,0,0,0,0.0,3.7049999999999432,0.3003710004333817,0.0019347534722222199,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,381,90,0,1.9637218749999845,1.7412781249999885,0.0,1.9637218749999845,1.7412781249999885,0.0,0.5300193994601928,0.46998060053981516,0.0,29,5,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.1860159088388969,0.20091480704916936,0.18242552380635635
239,240,458,0,0,0,0,0.0,3.769999999999942,0.38752120110764987,0.0020488888888888866,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,368,90,0,1.9259999999999822,1.843999999999982,0.0,1.9259999999999822,1.843999999999982,0.0,0.5108753315649899,0.48912466843501606,0.0,30,6,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.18599334431530448,0.20202846243869696,0.18242552380635635
239,240,482,0,0,0,0,0.0,3.5549999999999464,0.3270334354172293,0.001834932291666665,0.18242552380635635,0.18242552380635635,0.18242552380635635,30,6,60,392,90,0,1.9035609374999842,1.6514390624999848,0.0,1.9035609374999842,1.6514390624999848,0.0,0.5354601793248982,0.46453982067510824,0.0,31,7,baseline,0.3,0.6,0.005,0.02,0.8,0.5,0.25,1.0,1.0,1.0,0.02,1.5,0.2,20,0.185933463177999,0.19982214298493114,0.18242552380635635
